Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A31360	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31361	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31364	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31366	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31369	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31370	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31371	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31374	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31375	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31378	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0
A31379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31380	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31383	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31384	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31387	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A31388	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0
A31389	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0
A31390	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0
A31391	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31395	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A31396	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31398	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31402	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31403	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31409	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31410	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31411	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31413	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1
A31414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31419	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
A31421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31422	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31424	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31425	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0
A31426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31427	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31430	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31431	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0
A31432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31434	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31435	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0
A31436	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
A31437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31438	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31440	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31444	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A31446	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1
A31447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31451	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31452	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A31453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31455	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1
A31456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31460	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A31461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31465	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31469	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31470	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31472	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31474	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31478	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31479	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31483	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1	1	0
A31484	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1
A31485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31486	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31487	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31488	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31489	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	1
A31490	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0
A31491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31494	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0
A31495	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31496	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31498	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A31499	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32002	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
A32003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32005	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
A32006	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32007	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32008	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1
A32009	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32010	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32011	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A32012	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32013	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32014	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32016	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32018	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32019	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32020	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32021	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32024	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0
A32026	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1
A32027	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32029	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32030	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32031	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32032	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32033	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32034	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32035	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1
A32038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32039	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32040	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32041	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0
A32042	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32044	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32046	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32047	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0
A32048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32050	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
A32054	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32056	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32057	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	0
A32058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32059	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32060	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32061	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0
A32062	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1
A32063	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32064	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32065	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1
A32066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32067	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1
A32068	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
A32069	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32070	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0
A32071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32072	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32073	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32074	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32076	0	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1
A32077	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32078	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32079	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32080	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32081	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32082	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0
A32083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32084	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32085	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32086	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32087	0	0	1	1	1	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1
A32088	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32089	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32090	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32091	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32092	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32094	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32098	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32099	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32102	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32104	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1
A32105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32106	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1
A32107	1	0	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0
A32108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32110	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32115	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32117	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0
A32118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32119	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32120	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32121	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0
A32122	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32123	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32125	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A32126	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32127	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
A32128	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32129	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32130	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32131	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0
A32132	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A32133	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
A32134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32135	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32136	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0
A32137	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32139	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32140	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32141	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32142	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32143	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32145	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32146	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A32147	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32148	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
A32149	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32151	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
A32152	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32155	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32156	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A32157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32158	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32159	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32160	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32161	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32162	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
A32163	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0
A32164	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1
A32165	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32166	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32168	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32170	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1
A32171	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32172	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32173	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
