,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
school,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rotation,2.1499194672952107e-05,0.0,0.0,0.0,1.2556036888993565e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
putting,2.686082220534528e-06,3.484808060347671e-06,9.931400024976263e-06,0.0,4.706070100955889e-06,7.53666281993931e-06,1.5712793531932534e-05,6.090835038658463e-06,5.950170953201569e-06,7.243289231957478e-06,0.0,4.221598374882826e-06,0.0,6.559105947543949e-06,3.6421132974387102e-06,8.562218235948176e-06,3.414273524866184e-06,0.0,0.0,2.1380382564817186e-06
beg,1.1241471935130916e-05,0.0,0.0,0.0,6.565284814210589e-06,0.0,0.0,2.5490638605606673e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.6213976540327105e-06,0.0,0.0,0.0,1.561515240633285e-05,8.947863499015525e-06
orders,7.455651676487584e-06,9.672643249244343e-06,0.0,0.0,2.177012357767957e-05,2.0919215487536432e-05,2.180826700313874e-05,0.0,6.60647855790295e-06,4.021196728473787e-06,0.0,0.0,0.0,0.0,5.054719393008543e-06,0.0,0.0,0.0,0.0,1.780270200389761e-05
bet,1.7713374414308776e-05,0.0,0.0,0.0,1.034502854446111e-05,0.0,0.0,0.0,7.848027017006394e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
religions,5.745530387469034e-06,3.1062820301386547e-06,3.5411842634579054e-06,0.0,5.593983811294237e-07,1.3437760004584544e-06,7.004681101967115e-07,3.2575953951939514e-06,1.4852369640493412e-06,1.0331881253704525e-06,1.5601543938712765e-05,1.5053511213702955e-06,2.3513222377864865e-06,4.677068159622132e-06,1.2987234036020628e-06,5.089037795942058e-07,3.2462774206418354e-06,1.0372034638444175e-06,6.650522912443752e-06,3.049252345706948e-06
perfect,6.250152310653287e-06,6.757242350643664e-06,0.0,1.21167364851773e-05,2.433576218004361e-06,0.0,0.0,9.44830712029212e-06,5.53831265259337e-06,1.123726324461132e-06,3.3962060854071164e-06,1.637294893925323e-06,0.0,3.0516605970617584e-05,1.1299032623474028e-05,8.854930369416231e-06,2.6483162923696777e-06,9.023903098585967e-06,1.4468522226636947e-05,8.291303171078434e-06
harm,9.103490961061229e-06,1.1810044873156184e-05,0.0,8.824808205211388e-06,4.430836666493247e-06,2.1289003091564934e-06,6.657658905251912e-06,3.4408678364767675e-06,1.54594031289172e-05,1.3910295035096565e-05,4.946820165514769e-06,9.538440650802753e-06,0.0,2.59284406280413e-05,1.0286232005613552e-05,8.061267919988103e-06,1.542708330711671e-05,0.0,1.0537650448955913e-05,9.661325771915152e-06
freely,2.083023249180484e-05,1.7566574045893205e-05,7.703392332404327e-06,0.0,7.300306553046771e-06,2.9230464220206607e-06,9.141173007646013e-06,4.724418693914543e-06,3.692289410464786e-06,2.2474226464746384e-06,6.792138139580999e-06,6.548797444348303e-06,0.0,1.0174660726589475e-05,2.825042549759168e-06,0.0,4.413767912449579e-06,0.0,8.68171018802129e-06,3.3167172790379514e-06
twoparty,4.769569455953055e-06,0.0,0.0,0.0,2.7855410839600677e-06,6.691508685918124e-06,0.0,1.0815253732573007e-05,2.1131891120401606e-06,1.286162084588131e-05,2.3322149896147467e-05,3.7481351379075882e-06,0.0,1.164674377671884e-05,3.23363218554558e-06,5.068130127964178e-06,0.0,0.0,1.3250043034767673e-05,0.0
creating,2.9511015062367645e-06,1.914380393199081e-06,3.6372701952466453e-06,0.0,6.318946740297234e-06,2.7602230277351357e-06,1.0069534371136204e-05,0.0,5.2296477828721125e-06,4.2442749246939794e-06,3.2070081012458657e-06,6.183741356442482e-06,9.658433072871743e-06,9.607070845193987e-06,4.668207467941045e-06,3.1358218495368733e-06,5.001294208041063e-06,6.390810685803446e-06,5.46540863077761e-06,3.131950464519346e-06
example,6.885221916262952e-06,5.742588005930829e-06,3.6372701952466453e-06,0.0,3.4469473052624857e-06,8.27951917660043e-06,4.316139526016659e-06,2.2307038981978098e-06,3.922364855239736e-06,6.8964865020607495e-06,9.619472066613532e-06,4.63798640418057e-06,0.0,2.402203164757089e-06,3.3345458013032247e-06,6.271148946875607e-06,7.501469383019787e-06,4.260768810542498e-06,8.19754937285946e-06,7.046194534818464e-06
contrary,7.455651676487584e-06,0.0,0.0,0.0,4.354276469678133e-06,0.0,0.0,0.0,3.303275503463515e-06,0.0,1.215314841575043e-05,5.8589753818898535e-06,0.0,1.8205849724262794e-05,0.0,0.0,3.159020705933605e-06,0.0,2.0712080299490782e-05,1.1868701819489323e-05
harming,8.057847781297385e-06,6.969392326708717e-06,0.0,0.0,1.5687353857180646e-06,3.7684622638974623e-06,7.85696553428549e-06,0.0,2.3801466813006706e-06,4.346089568461408e-06,1.3134353689407621e-05,6.332274399065847e-06,0.0,6.559105947543949e-06,5.463078274041478e-06,0.0,3.414273524866184e-06,5.817229047104244e-06,3.7311469077736174e-06,4.275992270225685e-06
career,2.083487235418526e-06,6.757242350643664e-06,1.540537494892862e-05,0.0,1.2166474195261679e-05,5.84588984765781e-06,6.094335934567753e-06,1.4171665398134875e-05,5.53831265259337e-06,2.2474226464746384e-06,0.0,1.637294893925323e-06,1.0229064065557433e-05,0.0,1.4125449780826168e-06,2.213907256528975e-06,4.413767912449579e-06,0.0,2.8941023831618445e-06,1.658391311390939e-06
selfdetermination,1.6745150328835995e-05,3.2584612637911544e-05,0.0,0.0,6.519937048206717e-06,7.83130543418486e-06,0.0,1.2657467740605041e-05,4.946223242832551e-06,0.0,1.819721641145354e-05,2.631687842555364e-05,0.0,0.0,0.0,0.0,7.095259800060871e-06,0.0,7.753759758859728e-06,4.443093613245742e-06
taken,2.9511015062367645e-06,5.104604614823852e-06,0.0,5.721095665321981e-06,4.02138039889562e-06,4.140190783318556e-06,0.0,2.2307038981978098e-06,3.4865847678100825e-06,5.835644347466274e-06,6.413498734461854e-06,5.4108789098184276e-06,1.4485889833217238e-05,4.804115980422849e-06,5.335004738575283e-06,6.271148946875607e-06,6.668112607916192e-06,2.1304985982583946e-06,4.0991973857838255e-06,3.131950464519346e-06
voices,1.4308000091950674e-05,1.2375272995704709e-05,0.0,0.0,0.0,1.3382552667597122e-05,0.0,2.1629293563853604e-05,4.226331876602278e-06,5.144854370604944e-06,0.0,3.7481351379075882e-06,0.0,0.0,3.23363218554558e-06,1.0135993673589756e-05,1.0104104437508761e-05,0.0,1.3250043034767673e-05,7.5927095492636364e-06
free,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
type,1.249937658761051e-05,6.757242350643664e-06,2.310594836545137e-05,2.4229985637888782e-05,6.083676726827411e-06,0.0,3.0472782759998463e-06,4.724418693914543e-06,5.53831265259337e-06,3.3710889676612398e-06,0.0,8.185837600556551e-06,0.0,2.0346862320662455e-05,7.0622508581792165e-06,2.213907256528975e-06,7.944449000925975e-06,0.0,1.1575215664431468e-05,3.3167172790379514e-06
monopolies,1.9603854524407064e-05,1.2716915483141574e-05,0.0,0.0,1.1449231404036119e-05,0.0,1.4336511787177548e-05,0.0,4.342915820694535e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.153259692482747e-06,0.0,0.0,7.802223633713924e-06
default,1.5027292193774247e-05,9.748039239071606e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1961259173676672e-05
invention,6.471902479177861e-06,4.198251987447736e-06,0.0,0.0,7.559378186162447e-06,9.079811512081259e-06,0.0,1.4675384873033662e-05,2.8674189524831167e-06,3.490612786853246e-06,1.0549579671185257e-05,0.0,0.0,0.0,0.0,0.0,5.4843387038837176e-06,1.401615289512895e-05,0.0,0.0
animal,5.581993082924964e-06,0.0,0.0,0.0,2.2818130507076873e-05,0.0,4.08148016360616e-05,0.0,2.4731387424493406e-06,0.0,0.0,8.77297528248923e-06,0.0,2.7259531439136422e-05,7.5687375010755295e-06,2.3723764288834047e-05,7.095259800060871e-06,0.00019326676611199355,0.0,2.221371754173316e-05
scruton,1.7713374414308776e-05,0.0,0.0,0.0,1.034502854446111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,0.0,0.0,0.0,0.0
con,1.5027292193774247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,0.0
adopt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tywo,1.2943804958355722e-05,0.0,0.0,0.0,7.559487460501042e-06,1.8159623024162517e-05,0.0,0.0,5.734837904966233e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7979806230794774e-05,0.0
fiction,2.5886969181924876e-05,1.6792738325586316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1099159342370515e-05,0.0,0.0,0.0,1.7550767358453794e-05,0.0,0.0,0.0,0.0,2.0605329772155607e-05
reform,8.044225227877608e-06,0.0,0.0,0.0,1.1744654889247615e-05,2.8211068249046437e-05,0.0,9.12058112286846e-06,8.909946916829238e-06,8.677153589635806e-06,0.0,1.5802916873280284e-05,0.0,0.0,1.6360298769508183e-05,4.27399052452503e-06,1.5336911540623775e-05,1.742081843033324e-05,2.7931760338270867e-05,1.9207445859388767e-05
economics,1.5027292193774247e-05,0.0,0.0,0.0,1.7552332590329254e-05,0.0,4.395580892405671e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2734240118425747e-05,0.0,0.0,0.0
censorship,4.507964504467589e-05,0.0,0.0,0.0,8.776293158743045e-06,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.3671868341107225e-06,0.0,0.0,0.0
never,5.266866493064984e-06,2.4851054078982128e-06,3.5411842634579054e-06,8.353301972193188e-06,3.0762908984039546e-06,3.359090099977537e-06,6.3023879538924625e-06,3.2575953951939514e-06,4.455027023911031e-06,6.455616272788505e-06,7.023808455797255e-06,4.515350850004074e-06,0.0,7.014754603218015e-06,3.24648167467657e-06,7.122218031954876e-06,4.666181334506503e-06,6.2215534618449386e-06,1.995636951365552e-06,6.478512841146435e-06
lots,6.660369933444627e-06,2.16030784551982e-06,1.23131814122177e-05,0.0,5.8346954856268635e-06,0.0,1.4611344808460846e-05,7.55155935661477e-06,4.426393522166747e-06,3.592303437482011e-06,5.428530683422115e-06,0.0,0.0,0.0,2.257826398752273e-06,3.5387320940147666e-06,4.233095957959844e-06,7.212336266113505e-06,0.0,2.650789702571059e-06
agricultural,6.471902479177861e-06,8.396369162793158e-06,0.0,0.0,1.1338903374112002e-05,0.0,9.465710897540774e-06,0.0,8.60206819143908e-06,1.0471558777250341e-05,1.0549579671185257e-05,0.0,0.0,0.0,0.0,0.0,5.4843387038837176e-06,4.2043951481249025e-05,0.0,5.151433931142866e-06
train,3.33026739295533e-06,4.320546320348416e-06,3.693278514822044e-05,1.93675160277679e-05,9.72421135499047e-06,0.0,0.0,2.265213550482894e-05,4.426393522166747e-06,1.7961756968511993e-06,5.428530683422115e-06,0.0,0.0,0.0,2.257826398752273e-06,3.5387320940147666e-06,4.233095957959844e-06,0.0,4.625962969522161e-06,2.650789702571059e-06
decrees,4.769569455953055e-06,3.093967270388877e-06,0.0,0.0,5.571001636492265e-06,0.0,6.975903255811669e-06,0.0,2.1131891120401606e-06,5.144854370604944e-06,7.774677250578772e-06,3.7481351379075882e-06,0.0,0.0,0.0,5.068130127964178e-06,6.062589817235863e-06,1.0329422446283098e-05,0.0,3.796429567872658e-06
forgotten,1.5027292193774247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,0.0
lowcost,1.7713374414308776e-05,0.0,0.0,0.0,0.0,0.0,2.590732505089322e-05,0.0,7.848027017006394e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
initially,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,2.1099159342370515e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.80323057902579e-05,0.0,0.0
crucial,4.166871335572469e-06,2.7030271285489993e-06,7.703392332404327e-06,0.0,2.433576218004361e-06,2.9230464220206607e-06,0.0,9.44830712029212e-06,1.8461851953016074e-06,3.3710889676612398e-06,3.3962060854071164e-06,3.2745260959962853e-06,0.0,0.0,4.237492718220902e-06,4.427698062106813e-06,5.296465952361986e-06,4.512193399178851e-06,1.1575215664431468e-05,1.658391311390939e-06
stopped,2.9511015062367645e-06,5.104604614823852e-06,3.6372701952466453e-06,0.0,2.8724976064017478e-06,4.140190783318556e-06,1.4388173380827188e-06,0.0,3.050795123899938e-06,5.835644347466274e-06,9.619472066613532e-06,6.956573746381906e-06,9.658433072871743e-06,2.402203164757089e-06,3.3345458013032247e-06,5.226094877258395e-06,1.6672379275472133e-06,1.0650209621034668e-05,1.3664930833116954e-06,3.131950464519346e-06
constraints,2.1499194672952107e-05,1.3946291226519342e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quickly,3.33026739295533e-06,0.0,0.0,0.0,5.8346954856268635e-06,9.344130365431609e-06,4.870800889636775e-06,7.55155935661477e-06,5.901793310749553e-06,1.7961756968511993e-06,0.0,1.0467665086319265e-05,1.6350241047257483e-05,0.0,2.257826398752273e-06,3.5387320940147666e-06,5.644068754102175e-06,0.0,4.625962969522161e-06,2.650789702571059e-06
constitutional,1.608765411607883e-05,2.8696205699576727e-05,0.0,0.0,4.698065678129263e-06,1.128560274718967e-05,0.0,0.0,1.7820675502302228e-06,1.7353380603181785e-05,5.898893266246443e-05,3.1602760743728164e-05,0.0,0.0,8.180561164885865e-06,4.27399052452503e-06,1.0224929353795762e-05,0.0,5.5871202942945595e-06,6.402986476209291e-06
offered,1.1241471935130916e-05,7.2922192578366146e-06,4.156371454449081e-05,0.0,6.565284814210589e-06,0.0,0.0,0.0,4.980608064523277e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.434557534141205e-05,0.0,0.0
advancements,5.9634881658375205e-05,9.672643249244343e-06,0.0,0.0,3.483068740328501e-05,0.0,0.0,0.0,2.3121407206560064e-05,4.021196728473787e-06,0.0,5.8589753818898535e-06,0.0,0.0,3.0325771965085716e-05,1.58442892850727e-05,0.0,0.0,0.0,3.560329987672126e-05
punishing,1.6745150328835995e-05,3.620977545583505e-06,2.063861106684456e-05,0.0,3.2600156484693504e-06,0.0,0.0,1.2657467740605041e-05,0.0,3.0106412286143438e-06,0.0,8.77297528248923e-06,0.0,0.0,1.1352915746230855e-05,0.0,1.182518497742587e-05,0.0,7.753759758859728e-06,8.886012160227382e-06
strings,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,7.559487460501042e-06,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0302867862285733e-05
minors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alleviate,1.967449697784629e-06,3.828576383335391e-06,3.6372701952466453e-06,5.721095665321981e-06,4.02138039889562e-06,1.3801594377343287e-06,4.316139526016659e-06,2.2307038981978098e-06,3.922364855239736e-06,5.305839416205405e-07,3.2070081012458657e-06,7.730729088603194e-07,4.829803318521633e-06,0.0,6.001779636089895e-06,0.0,2.084025554450526e-06,4.260768810542498e-06,1.3664930833116954e-06,2.34900912304009e-06
categories,9.802169872133189e-06,0.0,0.0,0.0,0.0,1.3752038930549075e-05,0.0,0.0,4.342915820694535e-06,0.0,0.0,0.0,4.812461621987615e-05,0.0,6.645591867239403e-06,0.0,8.306432271614204e-06,0.0,2.7230795953240914e-05,0.0
emergency,8.555389714596386e-06,0.0,0.0,0.0,1.4989214935451763e-05,1.200285793410192e-05,0.0,0.0,7.580960210658869e-06,9.228555024066525e-06,0.0,0.0,0.0,2.0891284388680594e-05,0.0,0.0,0.0,1.85283462943078e-05,0.0,6.8098252425338055e-06
belief,4.7685072874159366e-05,3.712105142260948e-05,1.7634792357380592e-05,0.0,5.571001636492265e-06,0.0,0.0,0.0,1.0565482105920692e-05,2.572461526467459e-06,6.994952027328371e-05,3.7481351379075882e-06,7.023279701753198e-05,0.0,0.0,0.0,6.062589817235863e-06,0.0,3.9744663791728355e-05,2.657186607189253e-05
telemarketing,3.351974052798368e-06,1.4901066172278733e-05,3.5411842634579054e-06,1.6699397644163135e-05,1.0902438391115415e-05,4.7023996411174775e-06,1.5398595104072616e-05,4.343216818063026e-06,9.331989612954697e-06,2.3245181370004e-06,7.806750296551565e-07,9.028595250054182e-06,8.195814124822215e-05,1.1694790343353646e-06,1.0060549179622188e-05,3.5617644233401648e-06,1.8261650805116858e-06,0.0,1.3304703726870866e-06,3.811415287744662e-06
affects,8.555389714596386e-06,1.1099396291342157e-05,0.0,0.0,9.992954404166807e-06,1.200285793410192e-05,0.0,0.0,1.137131561640024e-05,0.0,0.0,0.0,0.0,0.0,5.800310446569747e-06,9.090931323979773e-06,7.249901414542028e-06,0.0,0.0,0.0
ideals,3.920576836133639e-05,1.2716915483141574e-05,0.0,0.0,5.724698454008917e-06,0.0,0.0,0.0,0.0,5.286788483704445e-06,1.597811035460737e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3615866084919547e-05,7.802223633713924e-06
total,7.455651676487584e-06,0.0,0.0,0.0,1.3062451763251541e-05,1.0459970949815587e-05,0.0,0.0,9.909609166563085e-06,1.2063268104584057e-05,1.215314841575043e-05,5.8589753818898535e-06,0.0,0.0,0.0,0.0,6.317975152374459e-06,0.0,0.0,5.934467824354377e-06
considered,3.934704627495111e-06,5.104604614823852e-06,3.6372701952466453e-06,0.0,4.02138039889562e-06,1.3801594377343287e-06,1.4388173380827188e-06,6.691360629889655e-06,1.307540975124007e-06,2.122250772939139e-06,4.810318090920352e-06,2.3191285097692575e-06,4.829803318521633e-06,2.402203164757089e-06,2.0007946241716355e-06,1.0453289319485818e-06,2.5008044400942687e-06,0.0,9.563478895769304e-06,7.046194534818464e-06
fitit,1.7713374414308776e-05,1.149047124528435e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toward,9.990307637758025e-06,0.0,0.0,0.0,3.889853217873673e-06,4.672227418467818e-06,0.0,7.55155935661477e-06,2.9509613751172115e-06,8.980398947777617e-06,0.0,5.234036138784965e-06,3.2696509250110465e-05,8.132132552404943e-06,0.0,7.077278051633371e-06,1.411061582157718e-06,7.212336266113505e-06,4.625962969522161e-06,5.301474959030794e-06
laws,1.2137387245923868e-05,7.873868804940216e-06,0.0,0.0,1.8605211573710265e-05,4.0423844185245134e-05,1.7750544738714827e-05,3.4408678364767675e-06,6.722437653395526e-06,3.8442486091691484e-05,2.4726121441630308e-05,5.718617276311064e-05,0.0,3.70540599896437e-06,3.290379957187479e-05,2.5788598504238612e-05,4.3047871983151825e-05,1.9712522280059018e-05,1.2644745901861133e-05,3.259477767715533e-05
mean,5.901764827689836e-06,7.656415296501445e-06,7.2738747723690975e-06,5.721095665321981e-06,6.318946740297234e-06,1.1038592510602861e-05,2.877530508394264e-06,4.461157422764823e-06,4.3581353866168425e-06,7.95727202857424e-06,9.619472066613532e-06,6.956573746381906e-06,9.658433072871743e-06,0.0,2.0007946241716355e-06,4.180985846739234e-06,6.251421114701683e-06,0.0,6.8315259554987465e-06,7.828950838462167e-06
undoing,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1099159342370515e-05,0.0,0.0,0.0,8.77553093697426e-06,0.0,5.48439622065006e-06,0.0,0.0,0.0
photoshopped,1.5027292193774247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66949309481863e-05,1.0188075915056877e-05,1.5967955391430575e-05,0.0,0.0,0.0,0.0
innovate,1.5027292193774247e-05,9.748039239071606e-06,0.0,0.0,8.776293158743045e-06,0.0,0.0,3.407518843998187e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selecting,4.769569455953055e-06,3.093967270388877e-06,1.7634792357380592e-05,0.0,2.7855410839600677e-06,6.691508685918124e-06,0.0,0.0,0.0,5.144854370604944e-06,0.0,3.7481351379075882e-06,0.0,1.164674377671884e-05,3.23363218554558e-06,5.068130127964178e-06,2.0209056596971334e-06,0.0,6.625249290935463e-06,0.0
learn,1.3879195221832661e-05,4.3485156347913944e-06,1.5925131661349453e-05,2.7852354589240394e-06,1.1461206746344524e-05,2.68736537832274e-06,1.400885507770016e-06,6.51409426456797e-06,4.242929392723292e-06,1.8080068157820201e-06,4.683105520934065e-06,5.643859352916952e-06,0.0,4.677068159622132e-06,3.24648167467657e-06,5.596469788588807e-06,2.029051035071196e-06,6.2215534618449386e-06,6.650522912443752e-06,6.0975439187014355e-06
sectors,6.660369933444627e-06,0.0,2.462410952009602e-05,0.0,9.72421135499047e-06,0.0,9.74124914210476e-06,0.0,7.377160742314812e-06,7.184415060384825e-06,5.428530683422115e-06,5.234036138784965e-06,0.0,0.0,6.7732518766988915e-06,3.5387320940147666e-06,7.055011957368985e-06,7.212336266113505e-06,4.625962969522161e-06,7.9520557776395e-06
major,3.0347973975669064e-06,5.9055912116154425e-06,0.0,0.0,2.6585788555768658e-06,1.2771184584055794e-05,2.2193803064466297e-06,6.881349470834103e-06,6.05026022692881e-06,3.2735785468631018e-06,4.946820165514769e-06,3.5772630802179724e-06,7.449986934005961e-06,3.70540599896437e-06,3.0862320522547973e-06,1.6124231922427627e-06,3.857498778834164e-06,9.85784574795374e-06,6.323024966024629e-06,0.0
see,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
traditionally,2.2365847873248062e-05,1.450873192783505e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.60647855790295e-06,0.0,1.215314841575043e-05,5.8589753818898535e-06,0.0,1.8205849724262794e-05,1.010926914463659e-05,0.0,9.476863342102048e-06,0.0,2.0712080299490782e-05,0.0
coalitions,8.555389714596386e-06,0.0,0.0,0.0,9.992954404166807e-06,1.200285793410192e-05,0.0,0.0,1.137131561640024e-05,1.845661728035067e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.624988723785692e-06,0.0,1.1884005498559231e-05,6.8098252425338055e-06
serves,9.837491973097234e-07,1.276274086451185e-06,0.0,0.0,2.298031301344535e-06,2.7602230277351357e-06,1.4388173380827188e-06,2.2307038981978098e-06,3.050795123899938e-06,2.652778054724753e-06,1.6035687445651729e-06,2.3191285097692575e-06,4.829803318521633e-06,4.804115980422849e-06,1.3338854654096933e-06,1.0453289319485818e-06,3.334335989069629e-06,8.52062427299428e-06,4.0991973857838255e-06,1.5660369334115201e-06
applies,2.5886969181924876e-05,1.6792738325586316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.219661624722417e-05,1.0171804946059068e-05,0.0,0.0,0.0,0.0,5.48439622065006e-06,0.0,0.0,0.0
serious,2.083487235418526e-06,2.7030271285489993e-06,0.0,1.21167364851773e-05,4.867011730263334e-06,8.768530305113756e-06,0.0,1.4171665398134875e-05,9.230116246166747e-06,1.460610248585126e-05,1.0187796206739844e-05,1.4733361554419719e-05,0.0,1.0174660726589475e-05,8.474558836047349e-06,8.854930369416231e-06,1.059226545904412e-05,9.023903098585967e-06,0.0,9.949367815272325e-06
rival,8.555389714596386e-06,5.549787251623869e-06,0.0,0.0,4.996549428492523e-06,0.0,0.0,1.9399803566948207e-05,0.0,4.614339111314378e-06,0.0,6.723197366954857e-06,0.0,0.0,0.0,9.090931323979773e-06,0.0,0.0,1.1884005498559231e-05,0.0
insane,4.769569455953055e-06,6.187835188896671e-06,0.0,0.0,0.0,6.691508685918124e-06,0.0,1.0815253732573007e-05,4.226331876602278e-06,1.286162084588131e-05,1.5548727182219473e-05,7.496124470879112e-06,0.0,0.0,0.0,1.0135993673589756e-05,2.0209056596971334e-06,0.0,6.625249290935463e-06,1.1388839956003231e-05
able,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pants,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77553093697426e-06,0.0,5.48439622065006e-06,0.0,1.7979806230794774e-05,0.0
games,2.394385682249942e-06,1.55326568524285e-06,2.82932471433587e-05,2.503829943878496e-05,6.9901560097662256e-06,1.3437760004584544e-06,1.6797252804895397e-05,1.627701909350522e-05,9.119998875273641e-06,5.164837588834714e-06,1.0923721960356605e-05,4.139152094304329e-06,2.3513222377864865e-06,0.0,5.842882857627115e-06,6.105079272697478e-06,8.113652053089476e-06,4.148146831587181e-06,5.985676312192641e-06,2.6681483571711344e-06
mutual,6.471902479177861e-06,4.198251987447736e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.8674189524831167e-06,6.981132377591886e-06,1.0549579671185257e-05,5.085902473029534e-06,0.0,0.0,8.775383679226897e-06,0.0,1.0968447350381913e-05,0.0,8.989903115397387e-06,5.151433931142866e-06
plans,1.2943484590962438e-05,1.259435153463597e-05,0.0,0.0,7.559378186162447e-06,0.0,0.0,0.0,2.8674189524831167e-06,3.490612786853246e-06,0.0,5.085902473029534e-06,0.0,0.0,4.38776546848713e-06,6.877024067450799e-06,5.4843387038837176e-06,0.0,0.0,1.0302664886077804e-05
politicians,9.990307637758025e-06,6.480715428910965e-06,0.0,0.0,3.889853217873673e-06,2.3357892827906046e-05,4.870800889636775e-06,0.0,2.9509613751172115e-06,8.980398947777617e-06,5.428530683422115e-06,2.6170689722495215e-06,0.0,0.0,4.5155770226182615e-06,1.061563789245117e-05,1.1287664022418503e-05,0.0,9.251607861348226e-06,5.301474959030794e-06
complicated,1.7713374414308776e-05,1.149047124528435e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409929743015839e-05
atheism,6.215337134284273e-05,2.853315655106001e-05,2.243584443369818e-05,8.824808205211388e-06,9.746995384131622e-06,0.0,0.0,1.3761154479866181e-05,7.39460034025373e-06,1.7182388450784325e-05,7.658614532191965e-05,8.34629787615753e-06,2.9789089894605003e-05,1.852255243325656e-05,6.172153404787278e-06,4.837015146523812e-06,1.542708330711671e-05,0.0,5.265206401063281e-05,4.586420123219749e-05
